Burned_Class,Elevation_m,Slope_deg,Aspect_deg,Longitude,Latitude
Unburned,4240,19.29,337.64,-73.98622420151509,-13.498445606023147
Unburned,3473,20.14,146.99,-73.98056481522514,-13.588187302906682
Unburned,3361,22.75,131.01,-74.00751427374871,-13.575790551985826
Unburned,3914,14.16,239.11,-74.00562781165206,-13.520544162012477
Unburned,4213,19.11,11.08,-73.99350055531644,-13.514076291966823
Unburned,3967,28.32,261.36,-73.96735958054857,-13.561507338968333
Unburned,3331,34.01,147.11,-73.99619550116881,-13.583066905787199
Unburned,4168,22.28,69.18,-73.94741698124112,-13.587109324565738
Unburned,3622,22.69,317.37,-74.00913124126014,-13.55207502848507
Unburned,4215,12.48,131.18,-73.95711878630961,-13.576060046571065
Unburned,4066,17.58,272.93,-73.97625290186136,-13.55261401765555
Unburned,3962,18.21,339.25,-74.0050888224816,-13.513806797381584
Unburned,3916,22.1,184.71,-73.96520362386669,-13.586570335395258
Unburned,3240,20.69,241.87,-74.00643629540777,-13.581449938275789
Unburned,4175,18.44,272.78,-73.95819676465055,-13.566088746917337
Unburned,3885,17.4,316.31,-73.98218178273655,-13.55423098516696
Unburned,3976,26.22,78.63,-73.9878411690265,-13.553691995996495
Unburned,4025,1.85,180.0,-73.94094911119547,-13.583605894957664
Unburned,3914,23.24,243.11,-73.9916140932198,-13.555847952678384
Unburned,3461,23.34,254.78,-73.97948683688419,-13.588456797491922
Unburned,3558,23.54,263.6,-74.00616680082254,-13.559351382286444
Unburned,3916,9.1,335.43,-73.99107510404933,-13.540756255905173
Unburned,4011,34.27,118.37,-73.9608917105029,-13.556925931019315
Unburned,4042,11.62,283.66,-73.99565651199833,-13.499793078949317
Unburned,3997,16.19,257.11,-74.00266337121447,-13.513267808211118
Unburned,4169,18.48,345.58,-73.98972763112315,-13.497906616852667
Unburned,4108,9.29,217.65,-73.99484802824263,-13.519466183671533
Unburned,3922,36.16,281.5,-73.96062221591768,-13.562046328138798
Unburned,3958,14.17,247.38,-74.00266337121447,-13.524317086205777
Unburned,3833,14.33,314.19,-73.96466463469622,-13.572826111548231
Unburned,4136,12.75,338.42,-73.9878411690265,-13.491708241392239
Unburned,3438,27.8,238.53,-73.99592600658357,-13.580102465349604
Unburned,3989,2.66,225.81,-74.00158539287352,-13.528628999569555
Unburned,3761,23.34,200.32,-73.99403954448692,-13.565010768576393
Unburned,3846,35.03,173.18,-73.95900524840626,-13.589265281247627
Unburned,4051,20.39,137.77,-73.9773308802023,-13.541295245075638
Unburned,3690,37.31,143.84,-73.98514622317414,-13.570670154866356
Unburned,4019,30.24,336.42,-73.95577131338344,-13.570939649451581
Unburned,3817,25.81,248.4,-73.96897654805998,-13.573904089889176
Unburned,4075,33.41,114.66,-73.96331716177004,-13.559081887701204
Unburned,4108,14.98,311.71,-73.97894784771371,-13.536444342541394
Unburned,3889,32.39,144.73,-73.94822546499682,-13.59977557007182
Unburned,3686,23.87,228.82,-73.96062221591768,-13.600853548412765
Unburned,3565,6.0,252.05,-74.00832275750442,-13.567705714428762
Unburned,3751,19.13,286.26,-73.96924604264522,-13.585761851639553
Unburned,3754,19.77,341.07,-73.96655109679287,-13.571748133207286
Unburned,4129,13.24,277.91,-73.98676319068555,-13.544798674683712
Unburned,3718,15.9,276.52,-74.00158539287352,-13.55423098516696
Unburned,4034,9.88,138.01,-73.94553051914447,-13.584953367883848
Unburned,4070,32.34,271.47,-73.93960163826928,-13.583066905787199
Unburned,3880,27.68,189.13,-73.98460723400366,-13.55261401765555
Unburned,3716,17.58,272.93,-74.0029328657997,-13.548032609706532
Unburned,4084,10.52,225.81,-73.99538701741311,-13.520544162012477
Unburned,3806,17.75,278.73,-74.0096702304306,-13.525395064546721
Unburned,4155,20.19,264.95,-73.99915994160641,-13.514345786552049
Unburned,4151,22.57,112.92,-73.99134459863457,-13.525125569961496
Unburned,3840,24.07,248.75,-74.0088617466749,-13.514076291966823
Unburned,3632,17.46,219.45,-74.01155669252725,-13.546415642195122
Unburned,3673,20.28,277.55,-74.0029328657997,-13.557464920189794
Unburned,4076,6.79,237.05,-73.9916140932198,-13.493055714318423
Unburned,4009,21.85,274.63,-73.97625290186136,-13.562854811894503
Unburned,4205,21.03,94.83,-73.9487644541673,-13.578216003252955
Unburned,3826,16.64,337.04,-73.99808196326546,-13.55261401765555
Unburned,4131,20.11,305.08,-73.99296156614598,-13.500871057290261
Unburned,3567,29.18,311.81,-74.01290416545343,-13.55476997433744
Unburned,4004,15.22,17.82,-73.98891914736744,-13.553691995996495
Unburned,4057,34.8,79.26,-73.94526102455923,-13.587917808321443
Unburned,3995,36.62,314.19,-73.98595470692985,-13.539408782978988
Unburned,3934,11.8,225.81,-74.00454983331112,-13.52782051581385
Unburned,3781,20.82,159.49,-73.99107510404933,-13.565010768576393
Unburned,3765,12.2,13.35,-73.97625290186136,-13.569053187354932
Unburned,3344,18.08,246.63,-74.00454983331112,-13.579563476179139
Unburned,3515,20.81,236.37,-73.97382745059423,-13.591690732514742
Unburned,3854,20.88,192.61,-73.96628160220763,-13.587917808321443
Unburned,4094,22.87,143.69,-73.9638561509405,-13.559351382286444
Unburned,3991,21.61,320.92,-73.96520362386669,-13.57686853032677
Unburned,3446,33.78,187.15,-73.98676319068555,-13.580102465349604
Unburned,4174,14.73,149.56,-73.99727347950976,-13.518657699915828
Unburned,3647,15.2,213.47,-74.01371264920914,-13.542642718001822
Unburned,4136,20.19,275.05,-73.9525373783606,-13.588995786662387
Unburned,4034,20.8,303.63,-74.00185488745876,-13.51084235694399
Unburned,3468,18.72,162.85,-74.01290416545343,-13.561776833553573
Unburned,3755,23.54,276.4,-74.01020921960108,-13.541295245075638
Unburned,3772,20.01,207.22,-73.96870705347476,-13.588995786662387
Unburned,3670,27.49,253.74,-73.99592600658357,-13.565819252332098
Unburned,3784,13.35,294.17,-73.99996842536211,-13.544798674683712
Unburned,3594,24.8,198.93,-74.00778376833395,-13.548302104291771
Unburned,4078,7.64,263.07,-73.9878411690265,-13.50518297065404
Unburned,4141,22.75,320.56,-73.99107510404933,-13.497906616852667
Unburned,3409,17.05,234.52,-73.99296156614598,-13.57525156281536
Unburned,3693,31.95,238.72,-73.96143069967339,-13.59950607548658
Unburned,4009,18.89,205.98,-73.95469333504249,-13.586300840810033
Unburned,3233,25.92,181.96,-74.0029328657997,-13.583875389542904
Unburned,3848,20.54,161.88,-73.99403954448692,-13.539678277564228
Unburned,3937,14.93,299.05,-73.99053611487885,-13.541295245075638
Unburned,3926,23.27,318.84,-74.00185488745876,-13.50329650855739
Unburned,4021,19.57,259.51,-74.00185488745876,-13.513806797381584
Unburned,3989,21.61,320.92,-73.96358665635528,-13.567166725258282
Unburned,4280,18.14,332.79,-73.9802953206399,-13.491977735977478
Unburned,4101,31.85,323.87,-73.95361535670155,-13.570939649451581
Unburned,4010,20.18,252.04,-73.99673449033928,-13.525125569961496
Unburned,3230,19.43,233.38,-74.0104787141863,-13.578216003252955
Unburned,4159,5.7,270.0,-73.98272077190701,-13.488743800954644
Unburned,3836,22.87,127.87,-73.98379875024796,-13.553153006826015
Unburned,4007,25.15,180.0,-73.99942943619163,-13.5259340537172
Unburned,4115,18.09,255.65,-73.95334586211631,-13.591151743344277
Unburned,4174,28.83,0.0,-73.99646499575404,-13.512728819040639
Unburned,3785,33.47,191.63,-73.96735958054857,-13.570670154866356
Unburned,3623,26.54,221.82,-73.9773308802023,-13.584683873298609
Unburned,3956,28.03,255.92,-73.95496282962772,-13.595733151293281
Unburned,3978,25.01,271.99,-73.97706138561706,-13.563124306479743
Unburned,4131,31.75,332.78,-73.95334586211631,-13.559890371456909
Unburned,3735,25.37,171.92,-73.96466463469622,-13.590343259588572
Unburned,3592,36.19,174.78,-73.97948683688419,-13.57336510071871
Unburned,3767,31.95,261.04,-73.99430903907216,-13.560698855212628
Unburned,3920,18.02,318.28,-73.99538701741311,-13.546415642195122
Unburned,4114,19.28,310.39,-73.97894784771371,-13.536713837126634
Unburned,3191,25.06,238.72,-74.00077690911782,-13.585761851639553
Unburned,3832,23.98,150.88,-74.0058973062373,-13.542373223416583
Unburned,4004,16.4,285.96,-73.97786986937277,-13.545068169268937
Unburned,3797,9.36,306.1,-73.99457853365739,-13.541834234246117
Unburned,3803,19.93,231.32,-73.96843755888952,-13.588187302906682
Unburned,3978,28.14,139.17,-73.9600832267472,-13.55665643643409
Unburned,4147,12.54,143.2,-73.98137329898084,-13.542373223416583
Unburned,3651,28.19,291.25,-73.99053611487885,-13.570131165695877
Unburned,3778,17.66,242.77,-73.99942943619163,-13.547493620536066
Unburned,4110,13.17,231.5,-73.97894784771371,-13.52809001039909
Unburned,4223,28.79,322.69,-73.95199838919012,-13.572017627792526
Unburned,3750,20.32,295.92,-73.97436643976471,-13.5792939815939
Unburned,4228,24.55,100.2,-73.94957293792301,-13.582258422031494
Unburned,3900,42.07,323.81,-73.96331716177004,-13.565549757746872
Unburned,3767,25.81,248.4,-73.97436643976471,-13.581719432861014
Unburned,3653,20.72,190.14,-74.01479062755008,-13.541834234246117
Unburned,3629,35.53,175.99,-73.99134459863457,-13.567436219843522
Unburned,3178,14.52,180.0,-73.98811066361174,-13.590343259588572
Unburned,3570,21.1,217.16,-73.97382745059423,-13.587648313736203
Unburned,3901,24.33,263.83,-73.9983514578507,-13.531054450836685
Unburned,3505,12.48,228.82,-73.96601210762239,-13.599236580901355
Unburned,4177,20.98,87.58,-73.94741698124112,-13.589534775832853
Unburned,4215,20.96,224.07,-73.97786986937277,-13.5259340537172
Unburned,3912,9.27,293.37,-74.006705789993,-13.539408782978988
Unburned,3900,23.61,180.0,-73.99565651199833,-13.53321040751856
Unburned,3845,20.45,249.68,-74.00832275750442,-13.541025750490412
Unburned,4197,13.25,214.45,-73.95092041084918,-13.591151743344277
Unburned,4097,25.06,301.28,-73.98595470692985,-13.541834234246117
Unburned,3703,16.92,322.97,-74.00428033872589,-13.549649577217956
Unburned,3943,20.98,107.19,-73.98999712570838,-13.557734414775034
Unburned,4218,26.77,106.79,-73.96951553723046,-13.544529180098472
Unburned,3492,18.14,207.22,-73.99484802824263,-13.579563476179139
Unburned,4018,39.01,292.32,-73.95981373216196,-13.563932790235448
Unburned,3826,17.11,212.74,-73.99942943619163,-13.535635858785689
Unburned,4037,25.78,270.0,-73.94014062743975,-13.582797411201959
Unburned,3640,15.0,248.75,-73.97194098849758,-13.586839829980498
Unburned,3962,9.53,330.26,-74.00401084414065,-13.513537302796344
Unburned,4024,21.85,274.63,-73.97760037478754,-13.546415642195122
Unburned,3319,39.23,246.64,-73.98272077190701,-13.59600264587852
Unburned,3929,14.71,287.95,-73.97059351557141,-13.5792939815939
Unburned,3765,19.43,233.37,-73.97221048308282,-13.567436219843522
Unburned,3422,5.86,198.93,-73.97948683688419,-13.594655172952336
Unburned,3963,17.76,155.43,-73.99538701741311,-13.53159344000715
Unburned,3427,22.84,182.27,-73.9878411690265,-13.580102465349604
Unburned,3676,17.47,167.78,-74.01074820877155,-13.545607158439417
Unburned,3458,17.96,177.06,-73.99673449033928,-13.57363459530395
Unburned,3554,12.54,323.2,-74.01101770335679,-13.565819252332098
Unburned,4031,21.26,234.39,-73.97625290186136,-13.558542898530739
Unburned,3884,35.71,161.07,-73.97301896683852,-13.564202284820688
Unburned,3826,27.32,268.2,-73.96897654805998,-13.564741273991167
Unburned,3842,18.64,312.22,-74.00859225208966,-13.515423764892994
Unburned,3663,33.4,306.09,-73.97463593434995,-13.57336510071871
Unburned,4040,28.73,328.91,-73.95846625923579,-13.572556616963006
Unburned,3441,26.0,153.65,-73.97059351557141,-13.597080624219466
Unburned,3976,17.4,316.32,-73.99754297409498,-13.498445606023147
Unburned,3890,23.32,67.95,-73.98649369610033,-13.55234452307031
Unburned,4177,20.28,277.55,-73.9517288946049,-13.590073765003332
Unburned,3171,10.48,195.67,-73.98811066361174,-13.590612754173797
Unburned,3790,20.59,307.1,-73.99996842536211,-13.538600299223283
Unburned,4023,18.78,324.02,-73.98757167444126,-13.541564739660878
Unburned,4164,21.26,125.62,-73.99053611487885,-13.523239107864832
Unburned,3904,17.46,320.55,-74.006705789993,-13.512998313625879
Unburned,3969,17.4,151.43,-74.00347185497017,-13.532671418348095
Unburned,4173,24.34,165.07,-73.9773308802023,-13.53374939668904
Unburned,3748,24.7,282.19,-74.01209568169773,-13.524856075376256
Unburned,3887,28.03,104.08,-73.94445254080352,-13.594924667537576
Unburned,4174,27.32,144.55,-73.98999712570838,-13.504104992313096
Unburned,3575,23.82,162.44,-73.99996842536211,-13.563663295650223
Unburned,3628,27.69,130.38,-73.98272077190701,-13.570400660281116
Unburned,4027,25.0,270.0,-73.95577131338344,-13.581719432861014
Unburned,3252,23.99,169.21,-73.99538701741311,-13.583875389542904
Unburned,3818,13.99,327.67,-73.99754297409498,-13.55207502848507
Unburned,3919,46.04,84.63,-73.97005452640093,-13.558273403945499
Unburned,4084,23.64,98.51,-73.94283557329211,-13.583336400372438
Unburned,3929,21.51,291.69,-74.0050888224816,-13.530245967080965
Unburned,3502,17.05,77.81,-74.00454983331112,-13.565819252332098
Unburned,4130,25.03,330.06,-73.98164279356607,-13.539139288393748
Unburned,3680,24.56,163.05,-74.00697528457825,-13.545068169268937
Unburned,3983,27.35,266.41,-73.95496282962772,-13.587109324565738
Unburned,3919,35.23,277.91,-73.95900524840626,-13.586570335395258
Unburned,3702,25.21,277.91,-74.00320236038495,-13.543720696342767
Unburned,3641,24.33,276.16,-74.00454983331112,-13.55611744726361
Unburned,4137,20.59,172.36,-73.94795597041158,-13.565819252332098
Unburned,3327,25.16,182.03,-74.0201805192548,-13.569322681940172
Unburned,3673,4.85,259.0,-74.006705789993,-13.55207502848507
Unburned,3762,19.95,240.63,-73.99889044702117,-13.549380082632716
Unburned,4085,29.24,321.34,-73.95738828089485,-13.561507338968333
Unburned,3831,30.27,183.27,-73.96331716177004,-13.563932790235448
Unburned,3931,29.41,127.09,-73.96789856971904,-13.55288351224079
Unburned,4029,9.36,306.1,-73.99134459863457,-13.50922538943258
Unburned,3853,16.57,302.95,-73.99727347950976,-13.545607158439417
Unburned,4074,15.49,186.9,-73.98676319068555,-13.546954631365601
Unburned,4199,14.47,255.47,-73.96277817259956,-13.553691995996495
Unburned,3897,23.54,276.4,-73.9916140932198,-13.542103728831343
Unburned,3290,25.78,270.0,-74.00535831706682,-13.580371959934844
Unburned,3587,21.55,317.56,-74.00993972501584,-13.551536039314605
Unburned,4073,20.4,259.98,-73.98137329898084,-13.535635858785689
Unburned,3253,17.9,281.56,-73.98352925566273,-13.596541635048986
Unburned,3855,21.09,309.01,-73.99350055531644,-13.55288351224079
Unburned,4089,18.08,246.63,-74.00050741453258,-13.521352645768182
Unburned,3674,21.02,274.83,-74.01559911130579,-13.539947772149468
Unburned,3959,22.45,168.38,-73.99862095243593,-13.527012032058146
Unburned,4037,24.39,302.37,-73.96331716177004,-13.576060046571065
Unburned,4182,19.2,294.72,-73.95792727006531,-13.565819252332098
Unburned,4231,11.34,165.58,-73.99377004990168,-13.514884775722528
Unburned,4073,15.56,286.9,-73.98838015819697,-13.50653044358021
Unburned,3201,9.88,221.99,-73.98514622317414,-13.590612754173797
Unburned,4171,21.51,189.73,-73.94633900290017,-13.564202284820688
Unburned,3627,25.05,273.97,-74.0164075950615,-13.539678277564228
Unburned,3831,28.55,342.18,-73.99457853365739,-13.542642718001822
Unburned,4051,19.43,306.63,-73.99107510404933,-13.491169252221773
Unburned,3959,22.56,254.17,-73.99727347950976,-13.528898494154795
Unburned,3807,44.62,200.76,-73.97706138561706,-13.566088746917337
Unburned,4093,15.93,148.32,-73.98272077190701,-13.545607158439417
Unburned,3797,34.99,166.24,-73.98056481522514,-13.566897230673042
Unburned,3841,18.87,292.26,-74.01101770335679,-13.532671418348095
Unburned,3843,22.9,294.94,-73.99808196326546,-13.537791815467578
Unburned,4035,19.22,239.29,-73.96412564552574,-13.582797411201959
Unburned,4018,19.29,166.24,-73.94310506787734,-13.585222862469088
Unburned,3740,35.52,152.19,-73.98164279356607,-13.567975209013987
Unburned,3499,31.38,248.19,-74.00077690911782,-13.567705714428762
Unburned,3979,24.97,228.67,-73.95900524840626,-13.55800390936026
Unburned,3926,29.79,122.49,-73.98703268527079,-13.555308963507905
Unburned,3427,18.75,231.7,-74.01182618711249,-13.569322681940172
Unburned,3973,23.87,311.18,-73.95577131338344,-13.569861671110637
Unburned,3448,17.32,121.28,-74.00347185497017,-13.566897230673042
Unburned,4151,22.24,129.31,-73.99107510404933,-13.524317086205777
Unburned,3235,6.71,262.09,-74.01559911130579,-13.571748133207286
Unburned,3514,34.01,294.07,-73.9811038043956,-13.57713802491201
Unburned,4175,21.11,151.68,-73.95415434587201,-13.564741273991167
Unburned,3894,14.98,311.71,-74.00562781165206,-13.510033873188284
Unburned,3670,33.31,149.55,-73.98433773941844,-13.57525156281536
Unburned,3826,30.2,166.77,-73.9608917105029,-13.586031346224793
Unburned,4029,26.27,289.14,-73.95469333504249,-13.588995786662387
Unburned,3893,24.46,141.52,-74.002124382044,-13.534288385859504
Unburned,3880,14.93,299.06,-74.00616680082254,-13.526473042887666
Unburned,4195,9.38,168.37,-73.96250867801433,-13.55423098516696
Unburned,3971,25.47,318.39,-73.99619550116881,-13.496559143926483
Unburned,3424,26.64,130.21,-73.99134459863457,-13.581988927446254
Unburned,3732,35.23,153.38,-73.9819122881513,-13.568244703599227
Unburned,4199,4.16,207.22,-73.94580001372971,-13.57309560613347
Unburned,3720,15.02,263.07,-73.97490542893517,-13.578216003252955
Unburned,3429,11.71,242.07,-73.96574261303716,-13.60354849426512
Unburned,4125,18.88,247.74,-73.95280687294584,-13.592499216270447
Unburned,3538,18.89,334.02,-74.00697528457825,-13.560429360627388
Unburned,3959,16.5,244.07,-74.00347185497017,-13.522969613279606
Unburned,4139,8.57,263.84,-73.94256607870688,-13.57875499242342
Unburned,3932,28.72,130.54,-73.94687799207065,-13.59761961338993
Unburned,4016,12.2,13.35,-73.99457853365739,-13.50895589484734
Unburned,3514,13.91,203.79,-73.99511752282787,-13.572826111548231
Unburned,4030,21.25,182.45,-73.99242257697551,-13.507608421921155
Unburned,3435,11.71,242.07,-73.97301896683852,-13.596811129634226
Unburned,3864,20.37,301.55,-74.00778376833395,-13.512998313625879
Unburned,3580,10.42,275.05,-74.01856355174338,-13.5334799021038
Unburned,3588,31.91,245.42,-73.97301896683852,-13.590343259588572
Unburned,3754,16.35,232.62,-74.0104787141863,-13.513806797381584
Unburned,3623,40.59,324.34,-74.00535831706682,-13.548571598877011
Unburned,4034,3.37,34.44,-73.99727347950976,-13.50841690567686
Unburned,3385,15.15,280.33,-74.01694658423197,-13.559890371456909
Unburned,3781,42.33,296.38,-73.96735958054857,-13.566897230673042
Unburned,3772,18.02,138.28,-73.95118990543442,-13.602740010509415
Unburned,3466,8.63,230.2,-73.96843755888952,-13.59977557007182
Unburned,3850,33.72,161.07,-73.9630476671848,-13.563663295650223
Unburned,4007,30.1,326.91,-73.95819676465055,-13.572017627792526
Unburned,4064,17.43,312.08,-73.99323106073122,-13.497098133096962
Unburned,4164,30.9,288.94,-73.94526102455923,-13.566358241502577
Unburned,4065,24.35,135.66,-73.98622420151509,-13.534827375029984
Unburned,3678,28.14,165.58,-73.97760037478754,-13.582527916616733
Unburned,3984,6.79,302.95,-74.00347185497017,-13.530784956251445
Unburned,4218,3.92,103.66,-73.95711878630961,-13.575790551985826
Unburned,4153,20.61,144.87,-73.99727347950976,-13.519466183671533
Unburned,3546,14.62,236.06,-74.01883304632862,-13.537791815467578
Unburned,3518,11.33,246.16,-73.96735958054857,-13.597080624219466
Unburned,4030,18.86,185.6,-73.95280687294584,-13.596541635048986
Unburned,4229,17.76,204.56,-73.98649369610033,-13.494942176415073
Unburned,3454,16.88,230.2,-74.01128719794201,-13.568783692769692
Unburned,3772,24.62,306.91,-73.97463593434995,-13.580371959934844
Unburned,3509,19.43,233.38,-73.97894784771371,-13.586570335395258
Unburned,4198,13.7,136.92,-73.99673449033928,-13.517310226989643
Unburned,3438,35.71,234.16,-74.01559911130579,-13.557195425604554
Unburned,3893,9.62,197.15,-74.00697528457825,-13.540486761319933
Unburned,3496,22.24,217.66,-73.96439514011098,-13.601392537583244
Unburned,3943,15.71,117.41,-74.00050741453258,-13.530515461666205
Unburned,4143,11.62,283.66,-73.97328846142376,-13.55476997433744
Unburned,4005,13.17,308.5,-73.99700398492452,-13.499793078949317
Unburned,3773,20.06,158.6,-73.96439514011098,-13.589534775832853
Unburned,3833,22.87,323.69,-73.99350055531644,-13.542373223416583
Unburned,3471,22.14,220.9,-74.00993972501584,-13.570131165695877
Unburned,3841,25.78,270.0,-73.97274947225328,-13.577677014082475
Unburned,3780,5.78,260.8,-74.01236517628296,-13.538600299223283
Unburned,4209,16.41,74.05,-73.94930344333777,-13.584683873298609
Unburned,3709,20.81,303.63,-73.9856852123446,-13.574173584474416
Unburned,4063,20.54,161.88,-73.99296156614598,-13.52943748332526
Unburned,3931,22.62,237.05,-73.99889044702117,-13.502488024801671
Unburned,4097,17.56,307.87,-73.98622420151509,-13.542642718001822
Unburned,4072,15.63,190.29,-73.98945813653792,-13.530784956251445
Unburned,4205,23.98,330.87,-73.95469333504249,-13.562585317309278
Unburned,3295,9.23,225.81,-74.0088617466749,-13.577946508667715
Unburned,4180,12.77,180.0,-73.94930344333777,-13.591960227099982
Unburned,3937,37.29,182.51,-73.97167149391235,-13.563393801064983
Unburned,3965,27.23,249.76,-73.99727347950976,-13.528359504984316
Unburned,4106,20.97,272.42,-73.99484802824263,-13.521083151182957
Unburned,3962,36.28,282.74,-73.9668205913781,-13.560429360627388
Unburned,3174,31.16,207.92,-74.00454983331112,-13.584683873298609
Unburned,3438,11.86,252.05,-73.96547311845192,-13.603278999679894
Unburned,3805,22.28,249.17,-73.99350055531644,-13.561237844383093
Unburned,3741,26.55,312.86,-74.0013158982883,-13.544798674683712
Unburned,3876,18.99,199.8,-73.96628160220763,-13.587378819150977
Unburned,3848,28.79,270.0,-73.97247997766806,-13.57875499242342
Unburned,3440,10.73,255.15,-73.96789856971904,-13.60166203216847
Unburned,3982,9.53,150.26,-73.98379875024796,-13.535635858785689
Unburned,4201,15.84,235.22,-73.98649369610033,-13.496289649341257
Unburned,3371,28.4,351.14,-74.00320236038495,-13.57713802491201
Unburned,3706,25.08,308.5,-73.9819122881513,-13.571748133207286
Unburned,3907,17.89,258.43,-73.99969893077687,-13.501140551875501
Unburned,3667,29.9,163.17,-74.00050741453258,-13.559890371456909
Unburned,4093,33.39,279.9,-73.96574261303716,-13.55638694184885
Unburned,3573,33.32,324.36,-74.006705789993,-13.561237844383093
Unburned,3316,13.4,258.23,-74.00023791994735,-13.574173584474416
Unburned,4165,15.33,256.34,-73.96250867801433,-13.580102465349604
Unburned,4005,27.6,138.01,-73.94714748665588,-13.595733151293281
Unburned,3936,23.96,295.92,-73.9668205913781,-13.55207502848507
Unburned,3861,27.73,242.49,-73.95738828089485,-13.594924667537576
Unburned,4070,15.84,304.78,-73.98676319068555,-13.542103728831343
Unburned,4210,8.08,235.22,-73.97247997766806,-13.548302104291771
Unburned,4181,17.4,316.31,-73.95469333504249,-13.562046328138798
Unburned,3599,30.32,175.1,-73.9886496527822,-13.572017627792526
Unburned,4170,21.1,129.01,-73.94795597041158,-13.591960227099982
Unburned,3680,40.06,322.12,-73.98595470692985,-13.573904089889176
Unburned,3911,12.25,265.72,-73.99484802824263,-13.534557880444744
Unburned,3751,13.39,237.05,-73.99889044702117,-13.549919071803195
Unburned,3703,19.3,321.81,-74.0142516383796,-13.530245967080965
Unburned,3668,11.03,184.9,-73.99942943619163,-13.559620876871683
Unburned,3227,29.56,290.03,-74.00023791994735,-13.584144884128143
Unburned,4187,26.93,305.0,-73.98757167444126,-13.493864198074128
Unburned,4003,13.39,258.23,-74.00104640370306,-13.525395064546721
Unburned,4124,21.3,355.1,-73.99296156614598,-13.5124593244554
Unburned,3558,33.7,174.27,-73.96655109679287,-13.594924667537576
Unburned,4128,24.38,318.6,-73.98083430981036,-13.538600299223283
Unburned,3693,34.45,319.04,-73.9819122881513,-13.571209144036821
Unburned,3635,24.39,312.72,-73.973557956009,-13.572017627792526
Unburned,3750,21.28,146.23,-73.95011192709347,-13.602740010509415
Unburned,4122,24.38,138.6,-73.9525373783606,-13.565010768576393
Unburned,3757,25.99,316.92,-73.96924604264522,-13.586570335395258
Unburned,4045,20.8,303.63,-74.00104640370306,-13.510033873188284
Unburned,4111,22.08,163.3,-73.98811066361174,-13.527012032058146
Unburned,3920,18.87,292.26,-74.00428033872589,-13.525664559131961
Unburned,4025,26.55,132.86,-73.97894784771371,-13.544259685513232
Unburned,3847,41.14,344.52,-73.9630476671848,-13.572287122377766
Unburned,4129,10.54,259.98,-73.97760037478754,-13.53509686961521
Unburned,3766,29.05,261.62,-73.99538701741311,-13.558542898530739
Unburned,3796,24.67,295.01,-73.98379875024796,-13.565280263161632
Unburned,3465,39.27,21.5,-73.99296156614598,-13.576329541156305
Unburned,4177,16.68,270.0,-73.973557956009,-13.543990190928007
Unburned,3407,11.34,194.42,-73.99808196326546,-13.577946508667715
Unburned,4071,22.91,151.78,-73.98703268527079,-13.53536636420045
Unburned,3689,7.9,201.09,-74.0058973062373,-13.551536039314605
Unburned,3522,40.82,6.64,-73.99296156614598,-13.57686853032677
Unburned,3466,19.21,138.01,-73.9802953206399,-13.588187302906682
Unburned,3322,22.69,134.19,-74.00643629540777,-13.5755210574006
Unburned,3597,26.28,214.97,-73.99565651199833,-13.569053187354932
Unburned,3873,18.03,185.87,-73.96978503181569,-13.581988927446254
Unburned,3948,33.07,288.86,-73.96789856971904,-13.557464920189794
Unburned,4122,25.67,323.92,-73.97894784771371,-13.536983331711873
Unburned,4177,23.43,92.14,-73.94849495958206,-13.58064145452007
Unburned,3819,20.37,301.55,-74.00104640370306,-13.536713837126634
Unburned,3879,17.05,282.19,-73.98137329898084,-13.559351382286444
Unburned,3695,15.71,242.59,-74.01128719794201,-13.543451201757527
Unburned,3331,17.96,182.94,-74.0088617466749,-13.576329541156305
Unburned,4044,14.33,225.81,-73.95280687294584,-13.59600264587852
Unburned,3566,21.25,182.45,-74.01074820877155,-13.548032609706532
Unburned,3850,22.56,285.83,-73.98352925566273,-13.55476997433744
Unburned,3960,15.02,276.93,-73.97894784771371,-13.555308963507905
Unburned,3629,28.93,325.08,-73.98918864195268,-13.567436219843522
Unburned,4128,22.28,249.17,-73.99403954448692,-13.523239107864832
Unburned,4147,22.58,292.91,-73.9525373783606,-13.590073765003332
Unburned,3584,16.27,176.73,-73.96520362386669,-13.593846689196631
Unburned,3271,33.77,194.42,-74.02260597052192,-13.569322681940172
Unburned,3593,36.08,181.31,-74.00778376833395,-13.546415642195122
Unburned,3438,13.92,191.63,-73.96170019425863,-13.60543495636177
Unburned,3866,29.17,280.02,-73.95981373216196,-13.588187302906682
Unburned,3990,28.66,336.66,-73.95711878630961,-13.571209144036821
Unburned,3836,10.54,259.98,-74.00805326291919,-13.525664559131961
Unburned,3833,21.52,329.56,-74.0104787141863,-13.53186293459239
Unburned,3587,21.85,265.37,-74.00239387662923,-13.562585317309278
Unburned,3431,19.63,155.16,-74.01506012213532,-13.565819252332098
Unburned,3583,36.35,322.35,-74.00778376833395,-13.549649577217956
Unburned,3893,16.13,300.26,-73.99430903907216,-13.536444342541394
Unburned,4172,21.07,294.85,-73.98218178273655,-13.489013295539884
Unburned,3506,43.87,335.43,-73.99565651199833,-13.576329541156305
Unburned,3563,34.55,296.53,-73.97975633146942,-13.575790551985826
Unburned,3712,16.19,257.11,-74.0142516383796,-13.537252826297099
Unburned,3800,19.79,223.96,-73.99377004990168,-13.561237844383093
